City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
90,vila velha,-20.3297,-40.2925,22.97,88,75,4.12,BR,1691621678
91,cole harbour,44.6724,-63.4751,20.54,93,85,5.14,CA,1691621679
92,talnakh,69.4865,88.3972,13.45,67,100,2.94,RU,1691621679
93,lubbock,33.6001,-101.8338,38.14,21,20,0.89,US,1691621680
94,rongelap,11.1635,166.8941,28.14,76,42,4.07,MH,1691621680
95,turpan,42.9333,89.1667,31.31,29,25,0.99,CN,1691621680
96,port mathurin,-19.6833,63.4167,22.75,69,0,7.2,MU,1691621681
97,lapao,-11.3833,-41.8319,20.26,58,4,4.26,BR,1691621681
98,port blair,11.6667,92.75,27.02,89,75,2.06,IN,1691621095
99,fisterra,42.9049,-9.2629,20.97,80,100,6.67,ES,1691621682
100,fale old settlement,-9.3852,-171.2468,28.41,78,40,6.61,TK,1691621683
101,whakatane,-37.9585,176.9854,13.06,79,83,0.89,NZ,1691621683
102,avarua,-21.2078,-159.775,24.03,73,100,8.23,CK,1691621684
103,prince rupert,54.3161,-130.3201,15.05,96,100,5.14,CA,1691621685
104,sangkhla buri,15.1555,98.4536,22.38,98,100,0.31,TH,1691621686
105,gadzhiyevo,69.2551,33.3362,18.05,75,0,2.81,RU,1691621686
106,puerto baquerizo moreno,-0.9,-89.6,26.55,74,75,6.69,EC,1691620987
107,thompson,55.7435,-97.8558,20.09,45,40,2.57,CA,1691621687
108,tsiombe,-25.3,45.4833,18.63,90,4,2.99,MG,1691621688
109,wailua homesteads,22.0669,-159.378,33.24,76,40,8.75,US,1691621688
110,uzda,53.4627,27.2137,12.75,85,98,2.64,BY,1691621689
111,korla,41.7597,86.1469,27.07,26,0,3.05,CN,1691621690
112,grytviken,-54.2811,-36.5092,-5.51,94,41,0.44,GS,1691621690
113,santa marta,11.2408,-74.199,28.83,83,75,4.47,CO,1691621588
114,fort bragg,35.139,-79.006,31.91,50,20,2.57,US,1691621691
115,long beach,33.767,-118.1892,31.09,79,0,6.17,US,1691621612
116,weno,7.4515,151.8468,28.97,84,75,1.54,FM,1691621692
117,pestovo,58.5938,35.8024,15.14,98,97,2.38,RU,1691621692
118,lebu,-37.6167,-73.65,12.57,89,100,6.95,CL,1691621693
119,tarakan,3.3,117.6333,27.72,89,40,3.09,ID,1691621694
120,uturoa,-16.7333,-151.4333,25.03,71,25,7.97,PF,1691621694
121,anka,12.1138,5.9243,24.03,88,87,4.03,NG,1691621695
122,tondon,10.3667,-13.35,23.51,99,100,0.68,GN,1691621695
123,puerto padre,21.195,-76.6028,29.34,78,16,6.85,CU,1691621696
124,remire-montjoly,4.9167,-52.2667,28.02,78,0,3.6,GF,1691621696
125,sendafa,9.15,39.0333,12.64,88,68,0.89,ET,1691621697
126,ponta delgada,37.7333,-25.6667,23.4,100,75,3.6,PT,1691621527
127,yuzhno-kurilsk,44.0306,145.8556,19.81,99,100,3.82,RU,1691621698
128,igarka,67.4667,86.5833,13.22,95,98,2.26,RU,1691621698
129,kiunga,-6.1219,141.2906,24.11,77,93,2.51,PG,1691621698
130,port lincoln,-34.7333,135.8667,11.84,67,43,2.88,AU,1691621699
131,castillos,-34.1667,-53.8333,14.91,87,66,5.5,UY,1691621699
132,hamilton,39.1834,-84.5333,26.44,84,100,3.6,US,1691621075
133,shimanovsk,52.0,127.7,17.62,87,100,1.78,RU,1691621701
134,rawson,-43.3002,-65.1023,16.01,38,63,6.39,AR,1691621448
135,aasiaat,68.7098,-52.8699,4.19,84,12,4.18,GL,1691621702
136,ratnagiri,16.9833,73.3,26.13,83,100,1.11,IN,1691621704
137,lihue,21.9789,-159.3672,33.58,66,40,8.75,US,1691621704
138,afaahiti,-17.75,-149.2833,27.93,73,95,6.52,PF,1691621705
139,guerrero negro,27.9769,-114.0611,26.79,61,12,8.51,MX,1691621705
140,zabaykal'sk,49.6333,117.3167,19.53,54,91,1.64,RU,1691621706
141,jamestown,42.097,-79.2353,24.8,57,20,5.66,US,1691621447
142,zhezqazghan,47.7833,67.7667,21.01,64,83,0.68,KZ,1691621708
143,fregenal de la sierra,38.1692,-6.6537,22.54,35,0,1.62,ES,1691621709
144,fortaleza,-3.7227,-38.5247,27.07,78,20,4.12,BR,1691621709
145,gwadar,25.1216,62.3254,26.93,81,97,3.14,PK,1691621710
146,waingapu,-9.6567,120.2641,23.19,81,46,3.98,ID,1691621710
147,caleta de carquin,-11.0925,-77.6267,19.82,78,35,5.48,PE,1691621711
148,tsuruoka,38.7217,139.8217,30.02,66,20,8.23,JP,1691621711
149,lethem,3.3803,-59.7968,29.28,64,93,1.47,GY,1691621712
150,paso robles,35.6266,-120.691,29.16,51,0,8.23,US,1691621712
151,keflavik,64.0049,-22.5624,12.95,71,0,3.6,IS,1691621713
152,siracusa,37.0881,15.2792,24.77,66,19,1.3,IT,1691621714
153,al artawiyah,26.5053,45.3444,32.18,9,0,4.05,SA,1691621714
154,puerto deseado,-47.7503,-65.8938,9.53,76,96,5.61,AR,1691621715
155,tulagi,-9.0996,160.1476,26.55,80,100,6.27,SB,1691621715
156,koryazhma,61.3143,47.1691,16.35,92,14,1.7,RU,1691621716
157,laojunmiao,39.8333,97.7333,18.73,65,93,3.32,CN,1691621716
158,akonolinga,3.7667,12.25,19.35,99,96,1.3,CM,1691621717
159,beaufort,5.3473,115.7455,24.48,83,54,1.14,MY,1691621713
160,longyearbyen,78.2186,15.6401,8.91,76,0,5.14,SJ,1691621718
161,papao,-17.75,-149.55,28.82,73,100,7.09,PF,1691621718
162,bikenibeu village,1.3673,173.1241,29.98,74,20,1.03,KI,1691621719
163,dzilam gonzalez,21.2833,-88.9333,32.01,63,13,5.22,MX,1691621719
164,balabac,7.9868,117.0645,27.79,80,85,4.44,PH,1691621720
165,puerto ayora,-0.7393,-90.3518,27.98,88,99,2.24,EC,1691621720
166,khandyga,62.6667,135.6,19.35,46,0,1.18,RU,1691621721
167,antofagasta,-23.65,-70.4,17.6,80,31,3.22,CL,1691621701
168,island harbour,50.724,-1.2758,16.93,91,0,1.71,GB,1691621722
169,kavaratti,10.5669,72.642,28.07,75,100,7.43,IN,1691621722
170,tura,25.5198,90.2201,23.41,97,100,0.99,IN,1691621723
171,coquimbo,-29.9533,-71.3436,14.85,82,100,2.06,CL,1691621723
172,mejit,10.2753,170.8646,27.81,72,91,4.7,MH,1691621724
173,puerto madryn,-42.7692,-65.0385,16.35,41,81,8.03,AR,1691621724
174,brigantine,39.4101,-74.3646,29.44,59,0,5.14,US,1691621725
175,great falls,47.5002,-111.3008,28.98,30,40,9.26,US,1691621726
176,temple,31.0982,-97.3428,41.69,22,0,10.29,US,1691621652
177,palikir - national government center,6.9248,158.1611,27.47,89,100,2.06,FM,1691621727
178,biograd na moru,43.9433,15.4519,24.31,58,95,2.31,HR,1691621728
179,sinabang,2.4803,96.3801,24.93,90,100,3.2,ID,1691621728
180,vernon,50.2581,-119.2691,27.01,63,100,0.89,CA,1691621729
181,thunder bay,48.4001,-89.3168,21.99,40,75,6.69,CA,1691620960
182,yarmouth,41.7057,-70.2286,28.26,63,20,4.92,US,1691621730
183,yanchep,-31.55,115.6833,12.07,63,89,2.98,AU,1691621731
184,borovichi,58.3878,33.9155,14.46,82,39,2.22,RU,1691621732
185,hirara,24.8,125.2833,28.15,94,75,1.03,JP,1691621732
186,kapa'a,22.0752,-159.319,33.99,77,40,8.75,US,1691621733
187,mahina,-17.5065,-149.489,28.87,54,75,3.09,PF,1691621733
188,qaqortoq,60.7167,-46.0333,6.61,81,16,1.27,GL,1691621734
189,woodward,36.4337,-99.3904,31.57,54,75,5.66,US,1691621734
190,enriquillo,17.9,-71.2333,31.82,80,6,3.85,DO,1691621735
191,lashio,22.9333,97.75,20.52,96,100,0.13,MM,1691621735
192,kerikeri,-35.2268,173.9474,12.73,91,3,1.79,NZ,1691621736
193,tobelo,1.7284,128.0095,26.54,80,93,3.57,ID,1691621736
194,barcelos,41.5388,-8.6151,21.58,87,33,1.21,PT,1691621630
195,porto novo,6.4965,2.6036,25.9,87,100,4.17,BJ,1691621738
196,kingston,17.997,-76.7936,30.53,81,75,8.75,JM,1691621504
197,lamar,33.6668,-95.5836,39.8,44,0,5.14,US,1691621739
198,gonzaga,44.9498,10.8209,21.49,78,68,3.13,IT,1691621739
199,kalabo,-14.97,22.6814,16.24,37,2,2.96,ZM,1691621740
200,taroa,8.7058,171.2275,27.72,78,94,5.3,MH,1691621740
201,ewo,-0.8725,14.8206,25.37,63,100,1.37,CG,1691621741
202,inarajan village,13.2736,144.7484,27.54,97,100,8.14,GU,1691621741
203,anadyr,64.75,177.4833,11.28,82,40,5.0,RU,1691621742
204,jiangzi,28.95,89.6333,8.47,70,50,1.88,CN,1691621742
205,kapuskasing,49.4169,-82.4331,22.05,77,100,1.54,CA,1691621743
206,rio grande,-32.035,-52.0986,16.06,92,100,10.05,BR,1691621707
207,luderitz,-26.6481,15.1594,23.19,43,78,4.34,NA,1691621744
208,enewetak,11.3474,162.3373,28.67,76,72,6.63,MH,1691621744
209,champerico,14.3,-91.9167,32.3,71,41,2.2,GT,1691621745
210,tofol,5.3248,163.0078,29.88,79,75,5.14,FM,1691621745
211,vadso,70.0744,29.7487,21.49,82,0,2.57,NO,1691621746
212,pasni,25.2631,63.471,27.06,81,98,5.47,PK,1691621746
213,magistral'nyy,56.1725,107.4458,17.01,99,100,1.87,RU,1691621746
214,arawa,-6.2132,155.5367,26.79,87,97,1.79,PG,1691621747
215,shasta lake,40.6804,-122.3708,35.2,23,6,3.27,US,1691621747
216,howard springs,-12.497,131.047,23.95,62,70,4.78,AU,1691621748
217,tulum,20.2167,-87.4667,31.17,61,36,3.0,MX,1691621748
218,chita,52.0333,113.55,16.94,100,75,0.0,RU,1691621749
219,altai,46.3722,96.2583,13.49,61,0,3.61,MN,1691621749
220,livingston,55.9029,-3.5226,16.26,93,100,2.06,GB,1691621750
221,blackfoot,43.1905,-112.345,30.88,19,84,5.17,US,1691621751
222,roma,43.2128,-75.4557,26.08,56,0,5.14,US,1691621751
223,saurimo,-9.6608,20.3916,18.5,32,1,2.08,AO,1691621751
224,bandarbeyla,9.4942,50.8122,24.53,79,99,12.38,SO,1691621752
225,dudinka,69.4058,86.1778,13.68,72,100,8.91,RU,1691621752
226,lorengau,-2.0226,147.2712,27.93,75,100,6.97,PG,1691621753
227,port macquarie,-31.4333,152.9167,15.5,52,56,2.87,AU,1691621552
228,laguna,38.421,-121.4238,34.69,34,0,2.57,US,1691621754
229,khanpur mahar,27.8436,69.4137,29.32,65,61,7.2,PK,1691621755
230,gillette,44.2911,-105.5022,27.51,27,0,3.6,US,1691621717
231,sovetskaya gavan',48.9723,140.2878,16.54,81,100,3.23,RU,1691621755
232,georgetown,5.4112,100.3354,27.75,91,40,1.54,MY,1691621756
233,tabuk,17.4189,121.4443,25.58,82,100,1.19,PH,1691621756
234,tshabong,-26.05,22.45,12.33,32,0,5.72,BW,1691621757
235,nova vicosa,-17.8919,-39.3719,22.15,77,3,3.63,BR,1691621535
236,klyuchi,52.2667,79.1667,18.73,47,70,2.88,RU,1691621758
237,iwanai,42.9744,140.5089,27.6,85,63,1.86,JP,1691621758
238,bredasdorp,-34.5322,20.0403,10.36,93,2,0.97,ZA,1691621759
239,susuman,62.7833,148.1667,10.52,68,67,0.86,RU,1691621759
240,al jawf,29.5,38.75,30.18,23,0,2.97,SA,1691621760
241,vila franca do campo,37.7167,-25.4333,23.23,95,100,3.34,PT,1691621760
242,saldanha,-33.0117,17.9442,12.03,76,0,3.6,ZA,1691621761
243,kailua-kona,19.6406,-155.9956,30.98,71,40,5.66,US,1691621761
244,segou,13.4317,-6.2157,26.24,78,100,7.16,ML,1691621762
245,kupang,-10.1667,123.5833,23.73,75,38,3.76,ID,1691621763
246,oyama,36.3,139.8,29.21,79,3,2.9,JP,1691621763
247,yambio,4.5721,28.3955,19.65,97,27,1.59,SS,1691621764
248,lata,40.1629,-8.3327,15.83,96,0,0.82,PT,1691621764
249,kone,-21.0595,164.8658,20.2,59,39,6.33,NC,1691621765
250,nova sintra,14.8667,-24.7167,22.86,74,60,7.23,CV,1691621765
251,eastham,41.8301,-69.9739,27.05,60,40,1.79,US,1691621765
252,guilin,25.2819,110.2864,26.06,95,21,0.95,CN,1691621766
253,cove,7.221,2.3402,22.44,92,95,3.03,BJ,1691621767
254,altay,47.8667,88.1167,14.91,82,8,1.61,CN,1691621767
255,tinajo,29.0788,-13.7081,23.49,78,20,9.77,ES,1691621768
256,micheweni,-4.9667,39.8333,24.19,83,17,5.24,TZ,1691621768
257,santa cruz,-17.8,-63.1667,28.03,51,0,6.69,BO,1691621698
258,bac lieu,9.285,105.7244,26.28,85,8,4.03,VN,1691621769
259,luganville,-15.5333,167.1667,20.84,85,100,5.85,VU,1691621770
260,aioun,16.6614,-9.6149,35.91,21,72,6.68,MR,1691621770
261,demba,-5.51,22.2667,23.12,45,46,0.37,CD,1691621770
262,usogorsk,63.4106,48.6872,15.79,81,30,0.54,RU,1691621771
263,itaituba,-4.2761,-55.9836,33.09,58,20,1.54,BR,1691621771
264,zaysan,47.4667,84.8667,17.29,68,2,2.45,KZ,1691621772
265,celestun,20.8667,-90.4,29.75,73,8,6.81,MX,1691621773
266,saint-philippe,-21.3585,55.7679,19.77,80,35,4.16,RE,1691621774
267,naryn,41.4287,75.9911,12.54,44,0,2.87,KG,1691621774
268,hastings,50.8552,0.5729,16.06,44,1,1.52,GB,1691621775
269,ingeniero jacobacci,-41.3427,-69.5448,8.32,76,100,10.74,AR,1691621775
270,carnarvon,-24.8667,113.6333,19.25,71,19,3.34,AU,1691621776
271,taltal,-25.4,-70.4833,15.96,81,56,2.1,CL,1691621776
272,puntarenas,9.9763,-84.8384,29.01,76,67,3.27,CR,1691621777
273,mozarlandia,-14.7447,-50.5706,29.06,21,4,2.2,BR,1691621777
274,coruripe,-10.1256,-36.1756,23.17,84,72,4.72,BR,1691621777
275,touros,-5.1989,-35.4608,24.62,81,65,7.23,BR,1691621765
276,timimoun,29.2639,0.231,36.21,11,0,3.6,DZ,1691621778
277,udachny,66.4167,112.4,15.25,54,94,3.68,RU,1691621779
278,saiki,32.95,131.9,26.81,94,100,10.83,JP,1691621779
279,ilulissat,69.2167,-51.1,9.01,57,75,2.06,GL,1691621780
280,gulf shores,30.246,-87.7008,33.52,61,8,3.58,US,1691621781
281,keren,15.7778,38.4581,22.65,80,45,1.41,ER,1691621782
282,zaragoza,41.6561,-0.8773,31.25,48,20,3.6,ES,1691621496
283,palmer,42.1584,-72.3287,27.78,54,75,6.17,US,1691621783
284,vanimo,-2.6741,141.3028,26.97,82,45,2.23,PG,1691621784
285,kachug,53.9606,105.8817,16.39,94,100,3.24,RU,1691621784
286,margate,51.3813,1.3862,16.5,79,0,1.79,GB,1691621785
287,nasir,15.5894,32.5634,32.31,44,56,1.82,SD,1691621785
288,matoury,4.8483,-52.3317,27.98,78,0,3.6,GF,1691621786
289,ljusdal,61.8288,16.0913,10.15,98,85,2.25,SE,1691621786
290,berriane,32.8265,3.7669,34.45,19,1,2.54,DZ,1691621787
291,lukolela,-1.0605,17.1821,23.14,77,67,1.31,CD,1691621787
292,medenine,33.355,10.5055,24.88,58,0,2.82,TN,1691621788
293,mandal,25.45,74.5667,24.08,85,99,2.74,IN,1691621788
294,cidreira,-30.1811,-50.2056,16.52,96,100,9.69,BR,1691621789
295,brookings,44.3114,-96.7984,27.88,58,40,4.63,US,1691621506
296,monrovia,6.3005,-10.7969,24.87,83,100,6.7,LR,1691621790
297,bardai,11.65,7.2333,21.91,89,99,3.35,NG,1691621790
298,lindley,-27.8791,27.9135,7.65,77,0,3.57,ZA,1691621792
299,malvan,16.0667,73.4667,26.2,82,100,2.01,IN,1691621792
300,taulaga,-11.0553,-171.0883,27.85,79,23,6.59,AS,1691621793
301,estebania,18.4577,-70.6435,29.3,75,37,2.62,DO,1691621793
302,queenstown,-31.8976,26.8753,9.94,89,36,1.15,ZA,1691621312
303,wewak,-3.5534,143.6268,26.67,80,71,2.42,PG,1691621794
304,new norfolk,-42.7826,147.0587,13.84,70,84,2.47,AU,1691621794
305,salvador,13.8333,-88.9167,29.47,71,48,1.55,SV,1691621529
306,oriximina,-1.7656,-55.8661,27.31,66,38,2.07,BR,1691621795
307,nagqu,31.5,92.0,4.74,84,56,1.71,CN,1691621796
